ta_number,title,drug_name,published_date,recommendation,guidance_url,pdf_url
646,Glasdegib with chemotherapy for untreated acute myeloid leukaemia (terminated appraisal),glasdegib with chemotherapy,02 September 2020,,https://www.nice.org.uk/guidance/ta646,https://www.nice.org.uk/guidance/ta646/resources/glasdegib-with-chemotherapy-for-untreated-acute-myeloid-leukaemia-terminated-appraisal-pdf-82609141548229
647,Eculizumab for treating relapsing neuromyelitis optica (terminated appraisal),eculizumab,02 September 2020,,https://www.nice.org.uk/guidance/ta647,https://www.nice.org.uk/guidance/ta647/resources/eculizumab-for-treating-relapsing-neuromyelitis-optica-terminated-appraisal-pdf-82609143227845
648,Dupilumab for treating chronic rhinosinusitis with nasal polyps (terminated appraisal),dupilumab,09 September 2020,,https://www.nice.org.uk/guidance/ta648,https://www.nice.org.uk/guidance/ta648/resources/ta648.pdf
649,Polatuzumab vedotin with rituximab and bendamustine for treating relapsed or refractory diffuse large B-cell lymphoma,polatuzumab vedotin with rituximab,23 September 2020,,https://www.nice.org.uk/guidance/ta649,https://www.nice.org.uk/guidance/ta649/resources/polatuzumab-vedotin-with-rituximab-and-bendamustine-for-treating-relapsed-or-refractory-diffuse-large-bcell-lymphoma-pdf-82609146587077
650,Pembrolizumab with axitinib for untreated advanced renal cell carcinoma,pembrolizumab with axitinib,30 September 2020,,https://www.nice.org.uk/guidance/ta650,https://www.nice.org.uk/guidance/ta650/resources/pembrolizumab-with-axitinib-for-untreated-advanced-renal-cell-carcinoma-pdf-82609191936709
651,Naldemedine for treating opioid-induced constipation,naldemedine,30 September 2020,,https://www.nice.org.uk/guidance/ta651,https://www.nice.org.uk/guidance/ta651/resources/naldemedine-for-treating-opioidinduced-constipation-pdf-82609193616325
652,"Alpelisib with fulvestrant for treating hormone-receptor positive, HER2-negative, PIK3CA-positive advanced breast cancer (terminated appraisal)",alpelisib with fulvestrant,07 October 2020,,https://www.nice.org.uk/guidance/ta652,https://www.nice.org.uk/guidance/ta652/resources/ta652.pdf
653,Osimertinib for treating EGFR T790M mutation-positive advanced non-small-cell lung cancer,osimertinib,14 October 2020,,https://www.nice.org.uk/guidance/ta653,https://www.nice.org.uk/guidance/ta653/resources/osimertinib-for-treating-egfr-t790m-mutationpositive-advanced-nonsmallcell-lung-cancer-pdf-82609196975557
654,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,osimertinib,14 October 2020,,https://www.nice.org.uk/guidance/ta654,https://www.nice.org.uk/guidance/ta654/resources/osimertinib-for-untreated-egfr-mutationpositive-nonsmallcell-lung-cancer-pdf-82609198655173
655,Nivolumab for advanced squamous non-small-cell lung cancer after chemotherapy,nivolumab,21 October 2020,,https://www.nice.org.uk/guidance/ta655,https://www.nice.org.uk/guidance/ta655/resources/nivolumab-for-advanced-squamous-nonsmallcell-lung-cancer-after-chemotherapy-pdf-82609200334789
656,Siponimod for treating secondary progressive multiple sclerosis,siponimod,18 November 2020,,https://www.nice.org.uk/guidance/ta656,https://www.nice.org.uk/guidance/ta656/resources/siponimod-for-treating-secondary-progressive-multiple-sclerosis-pdf-82609202014405
657,Carfilzomib for previously treated multiple myeloma,carfilzomib,18 November 2020,,https://www.nice.org.uk/guidance/ta657,https://www.nice.org.uk/guidance/ta657/resources/carfilzomib-for-previously-treated-multiple-myeloma-pdf-82609203694021
658,Isatuximab with pomalidomide and dexamethasone for treating relapsed and refractory multiple myeloma,isatuximab with pomalidomide,18 November 2020,,https://www.nice.org.uk/guidance/ta658,https://www.nice.org.uk/guidance/ta658/resources/isatuximab-with-pomalidomide-and-dexamethasone-for-treating-relapsed-and-refractory-multiple-myeloma-pdf-82609205373637
659,Galcanezumab for preventing migraine,galcanezumab,18 November 2020,,https://www.nice.org.uk/guidance/ta659,https://www.nice.org.uk/guidance/ta659/resources/galcanezumab-for-preventing-migraine-pdf-82609207053253
660,Darolutamide with androgen deprivation therapy for treating hormone-relapsed non-metastatic prostate cancer,darolutamide with androgen deprivation therapy,25 November 2020,,https://www.nice.org.uk/guidance/ta660,https://www.nice.org.uk/guidance/ta660/resources/darolutamide-with-androgen-deprivation-therapy-for-treating-hormonerelapsed-nonmetastatic-prostate-cancer-pdf-82609252402885
661,Pembrolizumab for untreated metastatic or unresectable recurrent head and neck squamous cell carcinoma,pembrolizumab,25 November 2020,,https://www.nice.org.uk/guidance/ta661,https://www.nice.org.uk/guidance/ta661/resources/pembrolizumab-for-untreated-metastatic-or-unresectable-recurrent-head-and-neck-squamous-cell-carcinoma-pdf-82609254082501
662,Durvalumab in combination for untreated extensive-stage small-cell lung cancer (terminated appraisal),durvalumab in combination,25 November 2020,,https://www.nice.org.uk/guidance/ta662,https://www.nice.org.uk/guidance/ta662/resources/durvalumab-in-combination-for-untreated-extensivestage-smallcell-lung-cancer-terminated-appraisal-pdf-82609255762117
663,Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia,venetoclax with obinutuzumab,09 December 2020,,https://www.nice.org.uk/guidance/ta663,https://www.nice.org.uk/guidance/ta663/resources/ta663.pdf
664,Liraglutide for managing overweight and obesity,liraglutide,09 December 2020,,https://www.nice.org.uk/guidance/ta664,https://www.nice.org.uk/guidance/ta664/resources/liraglutide-for-managing-overweight-and-obesity-pdf-82609259121349
665,Upadacitinib for treating severe rheumatoid arthritis,upadacitinib,09 December 2020,,https://www.nice.org.uk/guidance/ta665,https://www.nice.org.uk/guidance/ta665/resources/upadacitinib-for-treating-severe-rheumatoid-arthritis-pdf-82609260800965
666,Atezolizumab with bevacizumab for treating advanced or unresectable hepatocellular carcinoma,atezolizumab with bevacizumab,16 December 2020,,https://www.nice.org.uk/guidance/ta666,https://www.nice.org.uk/guidance/ta666/resources/atezolizumab-with-bevacizumab-for-treating-advanced-or-unresectable-hepatocellular-carcinoma-pdf-82609262480581
667,Caplacizumab with plasma exchange and immunosuppression for treating acute acquired thrombotic thrombocytopenic purpura,caplacizumab with plasma exchange,16 December 2020,,https://www.nice.org.uk/guidance/ta667,https://www.nice.org.uk/guidance/ta667/resources/caplacizumab-with-plasma-exchange-and-immunosuppression-for-treating-acute-acquired-thrombotic-thrombocytopenic-purpura-pdf-82609264160197
668,Encorafenib plus cetuximab for previously treated BRAF V600E mutation-positive metastatic colorectal cancer,encorafenib plus cetuximab,06 January 2021,,https://www.nice.org.uk/guidance/ta668,https://www.nice.org.uk/guidance/ta668/resources/encorafenib-plus-cetuximab-for-previously-treated-braf-v600e-mutationpositive-metastatic-colorectal-cancer-pdf-82609265839813
669,Trifluridine–tipiracil for treating metastatic gastric cancer or gastro-oesophageal junction adenocarcinoma after 2 or more therapies,trifluridine–tipiracil,27 January 2021,,https://www.nice.org.uk/guidance/ta669,https://www.nice.org.uk/guidance/ta669/resources/ta669.pdf
670,Brigatinib for ALK-positive advanced non-small-cell lung cancer that has not been previously treated with an ALK inhibitor,brigatinib,27 January 2021,,https://www.nice.org.uk/guidance/ta670,https://www.nice.org.uk/guidance/ta670/resources/brigatinib-for-alkpositive-advanced-nonsmallcell-lung-cancer-that-has-not-been-previously-treated-with-an-alk-inhibitor-pdf-82609312869061
671,Mepolizumab for treating severe eosinophilic asthma,mepolizumab,03 February 2021,,https://www.nice.org.uk/guidance/ta671,https://www.nice.org.uk/guidance/ta671/resources/mepolizumab-for-treating-severe-eosinophilic-asthma-pdf-82609314548677
672,Brolucizumab for treating wet age-related macular degeneration,brolucizumab,03 February 2021,,https://www.nice.org.uk/guidance/ta672,https://www.nice.org.uk/guidance/ta672/resources/brolucizumab-for-treating-wet-agerelated-macular-degeneration-pdf-82609316228293
673,"Niraparib for maintenance treatment of advanced ovarian, fallopian tube and peritoneal cancer after response to first-line platinum-based chemotherapy",niraparib,17 February 2021,,https://www.nice.org.uk/guidance/ta673,https://www.nice.org.uk/guidance/ta673/resources/ta673.pdf
674,"Pembrolizumab for untreated PD-L1-positive, locally advanced or metastatic urothelial cancer when cisplatin is unsuitable (terminated appraisal)",pembrolizumab,17 February 2021,,https://www.nice.org.uk/guidance/ta674,https://www.nice.org.uk/guidance/ta674/resources/pembrolizumab-for-untreated-pdl1positive-locally-advanced-or-metastatic-urothelial-cancer-when-cisplatin-is-unsuitable-terminated-appraisal-pdf-82609319587525
675,Vernakalant for the rapid conversion of recent onset atrial fibrillation to sinus rhythm (terminated appraisal),vernakalant,17 February 2021,,https://www.nice.org.uk/guidance/ta675,https://www.nice.org.uk/guidance/ta675/resources/vernakalant-for-the-rapid-conversion-of-recent-onset-atrial-fibrillation-to-sinus-rhythm-terminated-appraisal-pdf-82609321267141
676,Filgotinib for treating moderate to severe rheumatoid arthritis,filgotinib,24 February 2021,,https://www.nice.org.uk/guidance/ta676,https://www.nice.org.uk/guidance/ta676/resources/filgotinib-for-treating-moderate-to-severe-rheumatoid-arthritis-pdf-82609322946757
677,Brexucabtagene autoleucel for treating relapsed or refractory mantle cell lymphoma,brexucabtagene autoleucel,24 February 2021,,https://www.nice.org.uk/guidance/ta677,https://www.nice.org.uk/guidance/ta677/resources/brexucabtagene-autoleucel-for-treating-relapsed-or-refractory-mantle-cell-lymphoma-pdf-82609324626373
678,Omalizumab for treating chronic rhinosinusitis with nasal polyps (terminated appraisal),omalizumab,24 February 2021,,https://www.nice.org.uk/guidance/ta678,https://www.nice.org.uk/guidance/ta678/resources/omalizumab-for-treating-chronic-rhinosinusitis-with-nasal-polyps-terminated-appraisal-pdf-82609326305989
679,Dapagliflozin for treating chronic heart failure with reduced ejection fraction,dapagliflozin,24 February 2021,,https://www.nice.org.uk/guidance/ta679,https://www.nice.org.uk/guidance/ta679/resources/dapagliflozin-for-treating-chronic-heart-failure-with-reduced-ejection-fraction-pdf-82609327985605
680,Lenalidomide maintenance treatment after an autologous stem cell transplant for newly diagnosed multiple myeloma,lenalidomide maintenance treatment after an autologous stem cell transplant,03 March 2021,,https://www.nice.org.uk/guidance/ta680,https://www.nice.org.uk/guidance/ta680/resources/lenalidomide-maintenance-treatment-after-an-autologous-stem-cell-transplant-for-newly-diagnosed-multiple-myeloma-pdf-82609373335237
681,Baricitinib for treating moderate to severe atopic dermatitis,baricitinib,03 March 2021,,https://www.nice.org.uk/guidance/ta681,https://www.nice.org.uk/guidance/ta681/resources/baricitinib-for-treating-moderate-to-severe-atopic-dermatitis-pdf-82609375014853
682,Erenumab for preventing migraine,erenumab,10 March 2021,,https://www.nice.org.uk/guidance/ta682,https://www.nice.org.uk/guidance/ta682/resources/erenumab-for-preventing-migraine-pdf-82609376694469
683,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",pembrolizumab with pemetrexed,10 March 2021,,https://www.nice.org.uk/guidance/ta683,https://www.nice.org.uk/guidance/ta683/resources/pembrolizumab-with-pemetrexed-and-platinum-chemotherapy-for-untreated-metastatic-nonsquamous-nonsmallcell-lung-cancer-pdf-82609378374085
684,Nivolumab for adjuvant treatment of completely resected melanoma with lymph node involvement or metastatic disease,nivolumab,17 March 2021,,https://www.nice.org.uk/guidance/ta684,https://www.nice.org.uk/guidance/ta684/resources/nivolumab-for-adjuvant-treatment-of-completely-resected-melanoma-with-lymph-node-involvement-or-metastatic-disease-pdf-82609380053701
685,Anakinra for treating Still’s disease,anakinra,31 March 2021,,https://www.nice.org.uk/guidance/ta685,https://www.nice.org.uk/guidance/ta685/resources/anakinra-for-treating-stills-disease-pdf-82609381733317
686,Blinatumomab for previously treated Philadelphia-chromosome-positive acute lymphoblastic leukaemia (terminated appraisal),blinatumomab,31 March 2021,,https://www.nice.org.uk/guidance/ta686,https://www.nice.org.uk/guidance/ta686/resources/blinatumomab-for-previously-treated-philadelphiachromosomepositive-acute-lymphoblastic-leukaemia-terminated-appraisal-pdf-82609383412933
687,"Ribociclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",ribociclib with fulvestrant,31 March 2021,,https://www.nice.org.uk/guidance/ta687,https://www.nice.org.uk/guidance/ta687/resources/ribociclib-with-fulvestrant-for-treating-hormone-receptorpositive-her2negative-advanced-breast-cancer-after-endocrine-therapy-pdf-82609385092549
688,Selective internal radiation therapies for treating hepatocellular carcinoma,selective internal radiation therapies,31 March 2021,,https://www.nice.org.uk/guidance/ta688,https://www.nice.org.uk/guidance/ta688/resources/selective-internal-radiation-therapies-for-treating-hepatocellular-carcinoma-pdf-82609386772165
689,Acalabrutinib for treating chronic lymphocytic leukaemia,acalabrutinib,21 April 2021,,https://www.nice.org.uk/guidance/ta689,https://www.nice.org.uk/guidance/ta689/resources/acalabrutinib-for-treating-chronic-lymphocytic-leukaemia-pdf-82609388451781
690,Teduglutide for treating short bowel syndrome (terminated appraisal),teduglutide,21 April 2021,,https://www.nice.org.uk/guidance/ta690,https://www.nice.org.uk/guidance/ta690/resources/ta690.pdf
691,Avelumab for untreated metastatic Merkel cell carcinoma,avelumab,21 April 2021,,https://www.nice.org.uk/guidance/ta691,https://www.nice.org.uk/guidance/ta691/resources/avelumab-for-untreated-metastatic-merkel-cell-carcinoma-pdf-82609435481029
692,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,pembrolizumab,28 April 2021,,https://www.nice.org.uk/guidance/ta692,https://www.nice.org.uk/guidance/ta692/resources/pembrolizumab-for-treating-locally-advanced-or-metastatic-urothelial-carcinoma-after-platinumcontaining-chemotherapy-pdf-82609437160645
693,"Olaparib plus bevacizumab for maintenance treatment of advanced ovarian, fallopian tube or primary peritoneal cancer",olaparib plus bevacizumab,28 April 2021,,https://www.nice.org.uk/guidance/ta693,https://www.nice.org.uk/guidance/ta693/resources/ta693.pdf
694,Bempedoic acid with ezetimibe for treating primary hypercholesterolaemia or mixed dyslipidaemia,bempedoic acid with ezetimibe,28 April 2021,,https://www.nice.org.uk/guidance/ta694,https://www.nice.org.uk/guidance/ta694/resources/bempedoic-acid-with-ezetimibe-for-treating-primary-hypercholesterolaemia-or-mixed-dyslipidaemia-pdf-82609440519877
